rule,selected_index,selected_wee,selected_rcert,selected_t_cert_s,n_remaining
wee_only,29,0.22836006674033343,0.12026367187499998,60.131835937499986,40
robustness_only,12,0.21124766974394196,0.12846679687499998,64.23339843749999,40
stability_aware,29,0.22836006674033343,0.12026367187499998,60.131835937499986,32
